CVE,DESCRIP
2,hogares en la vivienda
3,hogares en la vivienda
4,hogares en la vivienda
5,hogares en la vivienda
6,hogares en la vivienda
7,hogares en la vivienda
8,hogares en la vivienda
9,hogares en la vivienda
