CVE,DESCRIP
1,una persona temporalmente ausente de su actividad u oficio?
2,pensionado o jubilado de su empleo?
3,estudiante?
4,una persona que se dedica a los quehaceres de su hogar?
5,una persona con alguna limitación física o mental que le impide trabajar por el resto de su vida?
6,Otra condición
9,No sabe
