CVE,DESCRIP
1,¿Ya se reincorporó o regresará a trabajar esta semana?
2,¿En cuatro semanas o menos?
3,¿En más de cuatro semanas?
4,¿No hay seguridad de que regrese a trabajar o cuándo reinicie su actividad?
5,No regresará
9,No sabe
