CVE,DESCRIP 
1,¿la fuente de empleo cerró o quebró?
2,¿hubo recorte de personal?
3,¿la empresa se cambió de ciudad o de país?
4,¿no le renovaron su contrato?
5,¿no lo volvieron a llamar?
6,¿lo despidieron?
7,Ninguna de las anteriores
9,No sabe
