CVE,DESCRIP
1,Enero
2,Febrero
3,Marzo
4,Abril
5,Mayo
6,Junio
7,Julio
8,Agosto
9,Septiembre
10,Octubre
11,Noviembre
12,Diciembre
96,Semana 1 del 1er trimestre
97,Semana 1 del 2do trimestre
98,Semana 1 del 3er trimestre
99,Semana 1 del 4to trimestre
