CVE,DESCRIP
0,No aplica
1,Pers. c/ nexo labo. p/ afec. p/ paro técnico
2,Pers. afecta. p/ una caida en el ritmo de su activi.
3,Pers. q/laboran - de 35 h p/ razones de mercado
4,Pers. q/laboran + de 35 h p/ - de lo habitual p/razones de mer.
5,Pers. q/ buscan aumen. su jor. lab. p/ obtener + ing.
6,Ausentes con retorno en la semana de la entrevista
