CVE,DESCRIP
0,No aplica
1,De 15 a 19 años 
2,De 20 a 24 años
3,De 25 a 29 años
4,De 30 a 34 años
5,De 35 a 39 años
6,De 40 a 44 años
7,De 45 a 49 años
8,De 50 a 54 años
9,De 55 años 59 años
10,De 60 a 64 años
11,De 65 años y más
12,No especificado
