CVE,DESCRIP
0,Cero años aprobados
1,Un año aprobado
2,Dos años aprobados
3,Tres años aprobados
4,Cuatro años aprobados
5,Cinco años aprobados
6,Seis años aprobados
7,Siete años aprobados
8,Ocho años aprobados
9,Nueve años aprobados
