CVE,DESCRIP
0,No aplica
1,OH35RM (Ocupados que trabajan menos de 35 hrs por razones de mercado)
2,OH35SM (Ocupados que trabajan de 35 hrs ó más y ganan hasta 1 salario mínimo)
3,OH48SM (Ocupados que trabajan mas de 48 horas con ingresos de más de 1 hasta 2 salarios mínimos)
