CVE,DESCRIP
0,No aplica
1,Micronegocios (Calculado se suma código 2 y 3)
2,Sin establecimiento
3,Con establecimiento
4,Pequeños establecimientos
5,Medianos establecimientos
6,Grandes establecimientos
7,Gobierno
8,Otros
