CVE,DESCRIP
1,Hogar principal dentro de la vivienda
2,Primer hogar adicional dentro de la vivienda
3,Segundo hogar adicional dentro de la vivienda
4,Tercer hogar adicional dentro de la vivienda
5,Cuarto hogar adicional dentro de la vivienda
6,Quinto hogar adicional dentro de la vivienda
7,Sexto hogar adicional dentro de la vivienda
8,Séptimo hogar adicional dentro de la vivienda
9,Octavo hogar adicional dentro de la vivienda
